test_loc,test_name,ref_loc,ref_name,method,TSM,MeanOS,MedianOS,std,MeanOS_RAW,MedianOS_RAW,std_RAW
Sets/22/,Alto_Sax_08_WSOLA_99.61_per.wav,Source/Solo/,Alto_Sax_08.wav,WSOLA,99.61,4.9368,4.8365,0.48686,4.854,4.8764,0.15128
Sets/22/,Alto_Sax_16_FESOLA_78.21_per.wav,Source/Solo/,Alto_Sax_16.wav,FESOLA,78.21,3.7867,3.6354,0.87274,3.4264,3.7396,1.0478
Sets/22/,Alto_Sax_17_HPTSM_99.61_per.wav,Source/Solo/,Alto_Sax_17.wav,HPTSM,99.61,4.6279,4.6188,0.42617,4.3116,4.6988,0.76916
Sets/22/,Alto_Sax_17_PV_78.21_per.wav,Source/Solo/,Alto_Sax_17.wav,PV,78.21,3.3927,3.2947,0.66299,3.1387,3,0.83403
Sets/22/,Alto_Sax_17_uTVS_44.27_per.wav,Source/Solo/,Alto_Sax_17.wav,uTVS,44.27,2.6995,2.4637,0.74804,2.502,2.0624,1.134
Sets/22/,Ardour_1_PV_78.21_per.wav,Source/Music/,Ardour_1.wav,PV,78.21,3.6647,3.5648,0.66835,3.4248,3.1028,0.88035
Sets/22/,Bass_2_HPTSM_192.4_per.wav,Source/Solo/,Bass_2.wav,HPTSM,192.4,2.3451,1.9365,1.1083,2.1909,1.9064,1.0777
Sets/22/,Bass_2_uTVS_65.24_per.wav,Source/Solo/,Bass_2.wav,uTVS,65.24,2.1968,2.1389,0.5233,2.4218,2.49,0.50309
Sets/22/,Brass_and_perc_10_FESOLA_44.27_per.wav,Source/Music/,Brass_and_perc_10.wav,FESOLA,44.27,1.3969,1.5826,0.3586,1.2238,1.0122,0.51044
Sets/22/,Brass_and_perc_10_uTVS_65.24_per.wav,Source/Music/,Brass_and_perc_10.wav,uTVS,65.24,3.3056,3.2493,1.2782,3.0746,2.9488,1.3968
Sets/22/,Brass_and_perc_5_FESOLA_166.7_per.wav,Source/Music/,Brass_and_perc_5.wav,FESOLA,166.7,3.598,3.6981,0.68186,3.2308,2.9589,0.93658
Sets/22/,Brass_and_perc_5_PV_78.21_per.wav,Source/Music/,Brass_and_perc_5.wav,PV,78.21,3.6696,3.9452,0.86538,3.4764,3.6814,0.88545
Sets/22/,Brass_and_perc_6_HPTSM_166.7_per.wav,Source/Music/,Brass_and_perc_6.wav,HPTSM,166.7,4.2307,4.6036,0.68762,4.1075,4.2816,0.94504
Sets/22/,Brass_and_perc_6_PV_82.58_per.wav,Source/Music/,Brass_and_perc_6.wav,PV,82.58,3.5594,3.7052,0.40714,3.6226,4.0224,0.79137
Sets/22/,Brass_and_perc_6_uTVS_138.1_per.wav,Source/Music/,Brass_and_perc_6.wav,uTVS,138.1,4.3741,4.2627,0.4818,4.2768,4.3906,0.70902
Sets/22/,C_minor_Aeolian_HPTSM_99.61_per.wav,Source/Music/,C_minor_Aeolian.wav,HPTSM,99.61,4.5116,4.4347,0.36852,4.5251,4.7034,0.37387
Sets/22/,C_minor_Aeolian_PV_78.21_per.wav,Source/Music/,C_minor_Aeolian.wav,PV,78.21,3.5715,3.941,1.0062,3.8392,4.2588,1.2799
Sets/22/,C_minor_Aeolian_WSOLA_53.83_per.wav,Source/Music/,C_minor_Aeolian.wav,WSOLA,53.83,1.5906,1.636,0.66297,1.5242,1.4321,0.51316
Sets/22/,Child_1_FESOLA_138.1_per.wav,Source/Voice/,Child_1.wav,FESOLA,138.1,4.0505,4.1643,0.74403,3.9942,4.1966,0.90548
Sets/22/,Child_2_WSOLA_82.58_per.wav,Source/Voice/,Child_2.wav,WSOLA,82.58,3.3404,3.2671,0.85387,3.1775,3.1112,0.71517
Sets/22/,Child_3_WSOLA_166.7_per.wav,Source/Voice/,Child_3.wav,WSOLA,166.7,4.0454,4.3608,0.88905,3.922,4.0956,1.0503
Sets/22/,Child_3_WSOLA_78.21_per.wav,Source/Voice/,Child_3.wav,WSOLA,78.21,3.8902,4.2385,0.86637,3.8259,3.954,1.0159
Sets/22/,Chiptune_PV_38.38_per.wav,Source/Music/,Chiptune.wav,PV,38.38,2.6609,2.8226,0.63706,2.6293,2.9908,0.84521
Sets/22/,Chiptune_uTVS_192.4_per.wav,Source/Music/,Chiptune.wav,uTVS,192.4,3.7595,3.7355,0.79297,3.563,3.869,1.0167
Sets/22/,Choral_FESOLA_44.27_per.wav,Source/Voice/,Choral.wav,FESOLA,44.27,2.0995,2.2132,1.2527,2.401,2.2559,1.0165
Sets/22/,Choral_FESOLA_99.61_per.wav,Source/Voice/,Choral.wav,FESOLA,99.61,4.7084,4.7549,0.93484,4.4413,4.8416,0.73314
Sets/22/,Choral_HPTSM_138.1_per.wav,Source/Voice/,Choral.wav,HPTSM,138.1,3.872,4.0207,0.50448,3.712,4.1184,0.91444
Sets/22/,Choral_uTVS_53.83_per.wav,Source/Voice/,Choral.wav,uTVS,53.83,3.1642,3.2664,1.1021,2.954,2.4668,1.4525
Sets/22/,Dorothy_2_HPTSM_166.7_per.wav,Source/Music/,Dorothy_2.wav,HPTSM,166.7,3.941,4.1807,0.87664,3.9895,4.3232,0.88795
Sets/22/,Dorothy_2_PV_IPL_78.21_per.wav,Source/Music/,Dorothy_2.wav,IPL,78.21,3.6278,3.811,1.2014,3.3981,4.1116,1.2914
Sets/22/,Dorothy_2_PV_IPL_82.58_per.wav,Source/Music/,Dorothy_2.wav,IPL,82.58,3.6571,4.0037,1.2851,3.4227,3.474,1.2989
Sets/22/,Dorothy_2_uTVS_78.21_per.wav,Source/Music/,Dorothy_2.wav,uTVS,78.21,4.2982,4.5376,1.2354,4.0548,4.5931,1.1496
Sets/22/,Drums_2_HPTSM_44.27_per.wav,Source/Solo/,Drums_2.wav,HPTSM,44.27,2.5461,2.6377,0.9109,2.2365,1.8308,1.1717
Sets/22/,Drums_2_PV_82.58_per.wav,Source/Solo/,Drums_2.wav,PV,82.58,2.954,3.0837,0.79748,3.0323,3.2252,1.0407
Sets/22/,Drums_2_uTVS_99.61_per.wav,Source/Solo/,Drums_2.wav,uTVS,99.61,4.6647,4.8963,1.2533,4.5483,4.9152,0.75143
Sets/22/,Drums_2_WSOLA_99.61_per.wav,Source/Solo/,Drums_2.wav,WSOLA,99.61,4.4621,4.0536,1.2211,4.0767,3.9968,0.93388
Sets/22/,E_piano_1_FESOLA_53.83_per.wav,Source/Solo/,E_piano_1.wav,FESOLA,53.83,1.8754,1.8547,0.65921,1.877,1.8897,0.883
Sets/22/,E_piano_1_FESOLA_78.21_per.wav,Source/Solo/,E_piano_1.wav,FESOLA,78.21,2.4737,2.2737,1.2402,2.2964,1.9952,1.0058
Sets/22/,E_piano_1_HPTSM_82.58_per.wav,Source/Solo/,E_piano_1.wav,HPTSM,82.58,4.2072,4.0254,0.58028,3.9656,4.0734,0.44793
Sets/22/,E_piano_1_WSOLA_38.38_per.wav,Source/Solo/,E_piano_1.wav,WSOLA,38.38,3.9605,4.0889,0.66988,3.68,3.6024,0.94513
Sets/22/,Electropop_6_FESOLA_166.7_per.wav,Source/Music/,Electropop_6.wav,FESOLA,166.7,1.9903,2.0288,0.71333,1.9851,1.9196,0.79183
Sets/22/,Farmacist_2_PV_192.4_per.wav,Source/Voice/,Farmacist_2.wav,PV,192.4,2.6719,2.762,0.54849,2.8083,2.7238,0.66412
Sets/22/,Farmacist_2_uTVS_166.7_per.wav,Source/Voice/,Farmacist_2.wav,uTVS,166.7,4.0637,4.2021,0.62614,4.0326,4.4381,1.0477
Sets/22/,Farmacist_2_WSOLA_99.61_per.wav,Source/Voice/,Farmacist_2.wav,WSOLA,99.61,4.8729,4.6714,0.60731,4.5086,4.6988,0.4398
Sets/22/,Female_1_PV_192.4_per.wav,Source/Voice/,Female_1.wav,PV,192.4,3.044,2.9242,0.51708,2.9644,2.9824,0.82046
Sets/22/,Female_10_PV_138.1_per.wav,Source/Voice/,Female_10.wav,PV,138.1,3.2841,3.2032,0.51433,3.2491,3.3236,0.5992
Sets/22/,Female_10_PV_38.38_per.wav,Source/Voice/,Female_10.wav,PV,38.38,2.414,2.0974,0.94894,2.5116,2.2096,1.0838
Sets/22/,Female_10_PV_78.21_per.wav,Source/Voice/,Female_10.wav,PV,78.21,2.8208,2.7919,0.42072,2.6218,2.1568,0.81758
Sets/22/,Female_11_FESOLA_138.1_per.wav,Source/Voice/,Female_11.wav,FESOLA,138.1,4.0104,4.235,0.59288,3.9785,4.2608,1.0276
Sets/22/,Female_11_HPTSM_44.27_per.wav,Source/Voice/,Female_11.wav,HPTSM,44.27,2.2146,1.9749,0.64456,2.2051,2.4748,0.65952
Sets/22/,Female_11_HPTSM_53.83_per.wav,Source/Voice/,Female_11.wav,HPTSM,53.83,2.4044,2.3094,0.56101,2.4536,2.2306,0.72416
Sets/22/,Female_11_WSOLA_44.27_per.wav,Source/Voice/,Female_11.wav,WSOLA,44.27,2.2801,2.3243,0.69418,2.055,2.4452,0.63802
Sets/22/,Female_12_FESOLA_192.4_per.wav,Source/Voice/,Female_12.wav,FESOLA,192.4,3.711,3.999,0.90182,3.7013,4.298,1.3092
Sets/22/,Female_12_PV_192.4_per.wav,Source/Voice/,Female_12.wav,PV,192.4,2.4073,2.2433,1.1841,2.5431,2.3388,1.1684
Sets/22/,Female_12_uTVS_192.4_per.wav,Source/Voice/,Female_12.wav,uTVS,192.4,3.886,4.0289,0.47558,3.8362,3.9978,0.85048
Sets/22/,Female_12_uTVS_53.83_per.wav,Source/Voice/,Female_12.wav,uTVS,53.83,3.1843,3.3148,1.1382,3.0449,2.7496,1.1044
Sets/22/,Female_6_FESOLA_166.7_per.wav,Source/Voice/,Female_6.wav,FESOLA,166.7,3.9986,4.2107,0.59909,3.788,3.9826,0.87228
Sets/22/,Female_6_PV_IPL_166.7_per.wav,Source/Voice/,Female_6.wav,IPL,166.7,3.8602,3.7849,0.47431,3.6836,3.4928,0.70827
Sets/22/,Female_8_FESOLA_166.7_per.wav,Source/Voice/,Female_8.wav,FESOLA,166.7,3.4962,3.2678,0.65282,3.3889,2.9948,0.81968
Sets/22/,Female_8_uTVS_53.83_per.wav,Source/Voice/,Female_8.wav,uTVS,53.83,2.7647,2.9553,0.9201,2.704,2.216,1.1276
Sets/22/,Female_9_HPTSM_138.1_per.wav,Source/Voice/,Female_9.wav,HPTSM,138.1,4.4685,4.5701,0.5185,4.3894,4.7692,0.83339
Sets/22/,Female_9_HPTSM_192.4_per.wav,Source/Voice/,Female_9.wav,HPTSM,192.4,3.4118,3.2381,0.64458,3.5446,3.6828,0.88241
Sets/22/,Female_9_PV_166.7_per.wav,Source/Voice/,Female_9.wav,PV,166.7,3.1974,3.2539,0.99887,2.9928,2.8899,0.78325
Sets/22/,Female_BV_1_HPTSM_38.38_per.wav,Source/Voice/,Female_BV_1.wav,HPTSM,38.38,2.9313,2.8861,0.47706,2.8109,2.7324,0.92269
Sets/22/,Female_BV_2_HPTSM_192.4_per.wav,Source/Voice/,Female_BV_2.wav,HPTSM,192.4,3.2308,3.0802,0.47031,3.1436,3,0.62877
Sets/22/,Female_BV_2_PV_IPL_166.7_per.wav,Source/Voice/,Female_BV_2.wav,IPL,166.7,3.184,2.9647,0.98973,3.2466,3.5396,0.96281
Sets/22/,Female_BV_2_WSOLA_65.24_per.wav,Source/Voice/,Female_BV_2.wav,WSOLA,65.24,2.8319,2.3271,1.0191,2.5752,2.6834,1.2377
Sets/22/,Female_opera_HPTSM_65.24_per.wav,Source/Voice/,Female_opera.wav,HPTSM,65.24,4.2331,4.6151,0.82519,3.9845,4.5532,0.89292
Sets/22/,G_Minor_FESOLA_38.38_per.wav,Source/Music/,G_Minor.wav,FESOLA,38.38,1.5272,1.2906,0.66513,1.7677,1.3436,0.80134
Sets/22/,G_Minor_FESOLA_53.83_per.wav,Source/Music/,G_Minor.wav,FESOLA,53.83,2.3324,2.1627,0.39947,2.1725,2.038,0.69518
Sets/22/,G_Minor_HPTSM_192.4_per.wav,Source/Music/,G_Minor.wav,HPTSM,192.4,3.4714,3.6509,0.7991,3.542,3.9628,1.1141
Sets/22/,G_Minor_PV_IPL_78.21_per.wav,Source/Music/,G_Minor.wav,IPL,78.21,3.9156,4.4131,0.77143,3.6319,3.9236,1.1843
Sets/22/,G_Minor_uTVS_192.4_per.wav,Source/Music/,G_Minor.wav,uTVS,192.4,3.9131,4.329,1.2414,3.8163,4.365,1.3285
Sets/22/,Guitar_PV_IPL_192.4_per.wav,Source/Solo/,Guitar.wav,IPL,192.4,4.304,4.4137,1.0576,4.0824,4.3796,1.1705
Sets/22/,Guitar_WSOLA_78.21_per.wav,Source/Solo/,Guitar.wav,WSOLA,78.21,2.6925,2.4648,0.72266,2.6132,2.8272,0.74883
Sets/22/,I_Believe_it_1_HPTSM_138.1_per.wav,Source/Music/,I_Believe_it_1.wav,HPTSM,138.1,4.0388,4.1443,0.69376,4.0483,4.3792,0.96372
Sets/22/,I_Believe_it_1_PV_192.4_per.wav,Source/Music/,I_Believe_it_1.wav,PV,192.4,3.5003,3.3816,1.0849,3.3219,3.7364,1.2582
Sets/22/,I_Believe_it_1_WSOLA_38.38_per.wav,Source/Music/,I_Believe_it_1.wav,WSOLA,38.38,1.3312,1.4039,0.44418,1.1725,1.05,0.22448
Sets/22/,I_Believe_it_1_WSOLA_44.27_per.wav,Source/Music/,I_Believe_it_1.wav,WSOLA,44.27,2.2905,1.6366,1.1523,2.2655,2.0526,1.2214
Sets/22/,I_Believe_it_3_PV_99.61_per.wav,Source/Solo/,I_Believe_it_3.wav,PV,99.61,4.7561,4.6222,0.53886,4.6687,4.7188,0.3349
Sets/22/,I_Believe_it_3_PV_IPL_166.7_per.wav,Source/Solo/,I_Believe_it_3.wav,IPL,166.7,3.563,3.9281,1.0204,3.4739,4.0588,1.2251
Sets/22/,I_Believe_it_3_WSOLA_65.24_per.wav,Source/Solo/,I_Believe_it_3.wav,WSOLA,65.24,3.6231,3.5557,1.0082,3.6776,3.7811,1.0856
Sets/22/,Jazz_1_FESOLA_44.27_per.wav,Source/Music/,Jazz_1.wav,FESOLA,44.27,1.2056,1.2265,0.79984,1.3507,1.1492,0.47009
Sets/22/,Jazz_1_PV_53.83_per.wav,Source/Music/,Jazz_1.wav,PV,53.83,2.1588,1.9498,0.43043,2.0284,2.027,0.66832
Sets/22/,Jazz_1_PV_IPL_192.4_per.wav,Source/Music/,Jazz_1.wav,IPL,192.4,3.9834,4.2082,0.91899,3.9721,4.2566,1.1374
Sets/22/,Jazz_2_PV_138.1_per.wav,Source/Music/,Jazz_2.wav,PV,138.1,4.0081,4.1623,0.7511,4.0671,4.5584,1.0973
Sets/22/,Jazz_2_uTVS_166.7_per.wav,Source/Music/,Jazz_2.wav,uTVS,166.7,4.0593,4.6051,0.95998,3.8709,4.1352,0.99454
Sets/22/,Male_15_PV_99.61_per.wav,Source/Voice/,Male_15.wav,PV,99.61,4.594,4.9799,1.0501,4.4479,4.6104,0.64022
Sets/22/,Male_18_FESOLA_44.27_per.wav,Source/Voice/,Male_18.wav,FESOLA,44.27,1.6789,1.5291,0.62572,1.7205,1.3904,0.80532
Sets/22/,Male_18_FESOLA_65.24_per.wav,Source/Voice/,Male_18.wav,FESOLA,65.24,2.1208,2.2416,0.34411,1.9578,1.888,0.45665
Sets/22/,Male_18_HPTSM_53.83_per.wav,Source/Voice/,Male_18.wav,HPTSM,53.83,1.731,1.69,0.52086,1.718,1.6524,0.45692
Sets/22/,Male_18_PV_IPL_78.21_per.wav,Source/Voice/,Male_18.wav,IPL,78.21,3.2227,3.2676,0.49005,2.9248,3.0077,0.54219
Sets/22/,Male_18_uTVS_138.1_per.wav,Source/Voice/,Male_18.wav,uTVS,138.1,3.1156,3.1443,1.1867,3.0643,2.8172,1.3524
Sets/22/,Male_18_WSOLA_138.1_per.wav,Source/Voice/,Male_18.wav,WSOLA,138.1,3.759,3.8475,0.3802,3.6195,4.002,0.75454
Sets/22/,Male_18_WSOLA_65.24_per.wav,Source/Voice/,Male_18.wav,WSOLA,65.24,2.7445,2.259,1.0119,2.5413,2.3816,0.8674
Sets/22/,Male_19_FESOLA_53.83_per.wav,Source/Voice/,Male_19.wav,FESOLA,53.83,1.8399,1.9018,0.57265,2.0241,1.9686,0.49093
Sets/22/,Male_2_FESOLA_82.58_per.wav,Source/Voice/,Male_2.wav,FESOLA,82.58,4.2433,4.3305,0.66839,4.1069,4.4488,0.87186
Sets/22/,Male_2_PV_44.27_per.wav,Source/Voice/,Male_2.wav,PV,44.27,2.929,2.8802,0.71658,2.8724,2.9948,0.89336
Sets/22/,Male_2_PV_53.83_per.wav,Source/Voice/,Male_2.wav,PV,53.83,2.4951,2.529,0.81455,2.6337,3.0032,0.86995
Sets/22/,Male_21_PV_IPL_82.58_per.wav,Source/Voice/,Male_21.wav,IPL,82.58,2.9464,2.4657,0.86522,2.8689,2.6016,0.95325
Sets/22/,Male_24_HPTSM_166.7_per.wav,Source/Voice/,Male_24.wav,HPTSM,166.7,3.7554,4.0143,0.77957,3.7341,4.0392,0.95493
Sets/22/,Male_24_HPTSM_44.27_per.wav,Source/Voice/,Male_24.wav,HPTSM,44.27,2.3937,2.5378,0.4215,2.3145,2.4272,0.75416
Sets/22/,Male_24_PV_IPL_138.1_per.wav,Source/Voice/,Male_24.wav,IPL,138.1,3.9277,3.79,0.73978,3.8551,4.0168,0.94589
Sets/22/,Male_24_uTVS_138.1_per.wav,Source/Voice/,Male_24.wav,uTVS,138.1,3.8475,3.8882,0.60848,3.8558,3.9902,0.86909
Sets/22/,Male_24_WSOLA_166.7_per.wav,Source/Voice/,Male_24.wav,WSOLA,166.7,3.2604,3.1475,0.77916,3.2267,3.108,1.1515
Sets/22/,Male_24_WSOLA_78.21_per.wav,Source/Voice/,Male_24.wav,WSOLA,78.21,3.7223,4.0857,1.0013,3.3168,3.5892,1.0203
Sets/22/,Male_24_WSOLA_82.58_per.wav,Source/Voice/,Male_24.wav,WSOLA,82.58,3.5441,3.3021,0.73882,3.2218,3.1056,0.69688
Sets/22/,Male_5_HPTSM_99.61_per.wav,Source/Voice/,Male_5.wav,HPTSM,99.61,4.4784,4.5433,1.205,4.2594,4.0892,0.67333
Sets/22/,Male_5_uTVS_192.4_per.wav,Source/Voice/,Male_5.wav,uTVS,192.4,2.6577,2.1662,1.3381,2.8137,2.3116,1.3917
Sets/22/,Male_7_HPTSM_78.21_per.wav,Source/Voice/,Male_7.wav,HPTSM,78.21,3.9214,3.9551,0.49192,3.9498,4.052,0.80728
Sets/22/,Male_7_PV_38.38_per.wav,Source/Voice/,Male_7.wav,PV,38.38,2.0272,2.1003,0.44344,1.9171,1.982,0.73735
Sets/22/,Male_8_HPTSM_192.4_per.wav,Source/Voice/,Male_8.wav,HPTSM,192.4,3.3088,3.4782,1.0004,3.1733,3.0444,1.0412
Sets/22/,Male_8_HPTSM_82.58_per.wav,Source/Voice/,Male_8.wav,HPTSM,82.58,3.1238,2.8549,0.58774,3.028,3.0048,0.66545
Sets/22/,Male_8_PV_99.61_per.wav,Source/Voice/,Male_8.wav,PV,99.61,5,5,0.55273,4.8418,4.9016,0.17644
Sets/22/,Male_8_uTVS_166.7_per.wav,Source/Voice/,Male_8.wav,uTVS,166.7,3.5979,3.6251,0.49269,3.5802,3.9917,0.77672
Sets/22/,Male_9_FESOLA_138.1_per.wav,Source/Voice/,Male_9.wav,FESOLA,138.1,4.3146,4.4481,0.67078,4.242,4.6565,0.96511
Sets/22/,Male_9_HPTSM_166.7_per.wav,Source/Voice/,Male_9.wav,HPTSM,166.7,3.4425,3.0496,0.9222,3.4183,3.2715,1.2543
Sets/22/,Male_9_HPTSM_192.4_per.wav,Source/Voice/,Male_9.wav,HPTSM,192.4,3.0411,2.8724,0.37827,2.8549,2.9916,0.6465
Sets/22/,Male_9_PV_IPL_82.58_per.wav,Source/Voice/,Male_9.wav,IPL,82.58,3.4148,3.6638,0.66954,3.2188,3.1931,1.0317
Sets/22/,Male_9_uTVS_44.27_per.wav,Source/Voice/,Male_9.wav,uTVS,44.27,1.8222,1.5835,0.67753,1.7926,1.7376,0.50641
Sets/22/,Male_9_uTVS_99.61_per.wav,Source/Voice/,Male_9.wav,uTVS,99.61,4.5718,4.8626,1.1732,4.344,4.7434,0.97566
Sets/22/,Mexican_Flute_01_FESOLA_99.61_per.wav,Source/Solo/,Mexican_Flute_01.wav,FESOLA,99.61,4.4065,4.4473,0.53915,4.371,4.6516,0.60067
Sets/22/,Mexican_Flute_01_PV_IPL_99.61_per.wav,Source/Solo/,Mexican_Flute_01.wav,IPL,99.61,4.9527,4.9152,0.49981,4.5909,4.8508,0.40644
Sets/22/,Mexican_Flute_01_uTVS_192.4_per.wav,Source/Solo/,Mexican_Flute_01.wav,uTVS,192.4,3.4537,3.7934,1.0303,3.6172,4.1249,1.1952
Sets/22/,Music_Box_01_HPTSM_82.58_per.wav,Source/Solo/,Music_Box_01.wav,HPTSM,82.58,4.0221,4.1395,0.5087,3.8556,4.059,0.79719
Sets/22/,Music_Box_01_PV_192.4_per.wav,Source/Solo/,Music_Box_01.wav,PV,192.4,2.1003,1.8531,0.59897,2.0895,2.0347,0.60868
Sets/22/,Music_Box_01_PV_IPL_192.4_per.wav,Source/Solo/,Music_Box_01.wav,IPL,192.4,3.6043,3.9675,0.85974,3.3941,3.6312,1.0925
Sets/22/,Music_Box_01_uTVS_99.61_per.wav,Source/Solo/,Music_Box_01.wav,uTVS,99.61,4.2182,4.5224,0.85915,4.2785,4.251,0.66648
Sets/22/,Music_Box_01_WSOLA_138.1_per.wav,Source/Solo/,Music_Box_01.wav,WSOLA,138.1,4.1109,4.3026,0.456,3.911,3.9104,0.89461
Sets/22/,Oboe_cello_2_HPTSM_65.24_per.wav,Source/Music/,Oboe_cello_2.wav,HPTSM,65.24,4.2784,4.3321,0.48292,4.0187,3.9896,0.74411
Sets/22/,Oboe_cello_2_uTVS_38.38_per.wav,Source/Music/,Oboe_cello_2.wav,uTVS,38.38,3.5535,3.7001,0.76759,3.5084,3.1072,1.0138
Sets/22/,Oboe_cello_2_WSOLA_38.38_per.wav,Source/Music/,Oboe_cello_2.wav,WSOLA,38.38,2.193,2.2089,0.36777,1.8447,1.742,0.64912
Sets/22/,Oboe_piano_2_PV_99.61_per.wav,Source/Music/,Oboe_piano_2.wav,PV,99.61,4.4622,4.5935,0.32189,4.428,4.5412,0.43808
Sets/22/,Oboe_piano_2_uTVS_138.1_per.wav,Source/Music/,Oboe_piano_2.wav,uTVS,138.1,4.45,4.5435,0.31877,4.4159,4.7284,0.74862
Sets/22/,Ocarina_01_PV_38.38_per.wav,Source/Solo/,Ocarina_01.wav,PV,38.38,3.0159,2.9447,0.52469,2.8774,2.9948,0.71571
Sets/22/,Oriental_2_PV_IPL_38.38_per.wav,Source/Music/,Oriental_2.wav,IPL,38.38,2.4662,2.2133,1.0201,2.4817,2.5104,1.1933
Sets/22/,Oriental_2_uTVS_138.1_per.wav,Source/Music/,Oriental_2.wav,uTVS,138.1,4.0529,4.1291,0.46967,3.9722,4.1688,0.69695
Sets/22/,Perc_2_WSOLA_138.1_per.wav,Source/Solo/,Perc_2.wav,WSOLA,138.1,3.6924,3.6565,0.57099,3.6947,3.9363,0.96026
Sets/22/,Percussion_PV_82.58_per.wav,Source/Solo/,Percussion.wav,PV,82.58,3.1072,3.2417,0.92914,3.0312,3.1112,1.1427
Sets/22/,Piano_Allegro_PV_IPL_53.83_per.wav,Source/Solo/,Piano_Allegro.wav,IPL,53.83,2.7452,2.8153,0.95907,2.8744,2.8428,0.74737
Sets/22/,Piano_Turkish_uTVS_138.1_per.wav,Source/Solo/,Piano_Turkish.wav,uTVS,138.1,4.2327,4.4121,0.56383,3.966,4.0408,0.93193
Sets/22/,Rain_Stick_St_04_PV_IPL_166.7_per.wav,Source/Solo/,Rain_Stick_St_04.wav,IPL,166.7,3.555,3.5964,0.69407,3.3203,2.7143,1.0291
Sets/22/,Rain_Stick_St_05_FESOLA_99.61_per.wav,Source/Solo/,Rain_Stick_St_05.wav,FESOLA,99.61,4.7468,4.6745,0.52205,4.5891,4.7712,0.5189
Sets/22/,Rain_Stick_St_05_PV_82.58_per.wav,Source/Solo/,Rain_Stick_St_05.wav,PV,82.58,3.0316,3.3308,0.79349,3.0138,3,0.84388
Sets/22/,Rain_Stick_St_05_uTVS_192.4_per.wav,Source/Solo/,Rain_Stick_St_05.wav,uTVS,192.4,4.4503,4.4642,0.31021,4.4951,4.8184,0.70451
Sets/22/,Rain_Stick_St_05_uTVS_65.24_per.wav,Source/Solo/,Rain_Stick_St_05.wav,uTVS,65.24,3.3989,3.3207,1.0683,3.2199,2.759,1.2445
Sets/22/,Rock_2_uTVS_138.1_per.wav,Source/Music/,Rock_2.wav,uTVS,138.1,4.0538,4.1742,0.8647,3.7122,4.018,1.0609
Sets/22/,Rock_2_uTVS_82.58_per.wav,Source/Music/,Rock_2.wav,uTVS,82.58,3.7667,3.7945,0.71958,3.3164,2.9164,0.97783
Sets/22/,Saxophones_3_FESOLA_44.27_per.wav,Source/Music/,Saxophones_3.wav,FESOLA,44.27,1.6129,1.4749,0.81328,1.8444,1.9582,0.47226
Sets/22/,Saxophones_3_PV_IPL_38.38_per.wav,Source/Music/,Saxophones_3.wav,IPL,38.38,2.6335,2.563,0.60628,2.3229,2.2019,0.91892
Sets/22/,Saxophones_3_uTVS_138.1_per.wav,Source/Music/,Saxophones_3.wav,uTVS,138.1,4.1364,4.1964,0.40821,3.8383,3.848,0.74436
Sets/22/,Saxophones_3_WSOLA_138.1_per.wav,Source/Music/,Saxophones_3.wav,WSOLA,138.1,4.5215,4.5388,0.31429,4.4805,4.7302,0.6433
Sets/22/,Saxophones_4_PV_192.4_per.wav,Source/Solo/,Saxophones_4.wav,PV,192.4,2.0967,1.8498,0.64221,2.1191,2.2031,0.63885
Sets/22/,Saxophones_4_PV_38.38_per.wav,Source/Solo/,Saxophones_4.wav,PV,38.38,2.8133,2.5152,0.92414,3.0284,3.0668,1.0008
Sets/22/,Saxophones_4_PV_99.61_per.wav,Source/Solo/,Saxophones_4.wav,PV,99.61,4.8813,4.923,0.60217,4.5485,4.7644,0.71335
Sets/22/,Saxophones_4_PV_IPL_192.4_per.wav,Source/Solo/,Saxophones_4.wav,IPL,192.4,4.1244,4.231,0.68344,3.9514,4.3804,0.86626
Sets/22/,Shaker_01_WSOLA_82.58_per.wav,Source/Solo/,Shaker_01.wav,WSOLA,82.58,3.8102,4.2107,0.64427,3.7575,4.2528,1.0984
Sets/22/,Solo_flute_1_HPTSM_99.61_per.wav,Source/Solo/,Solo_flute_1.wav,HPTSM,99.61,4.4734,4.5577,0.30894,4.1195,4.6916,0.79801
Sets/22/,Solo_flute_1_uTVS_53.83_per.wav,Source/Solo/,Solo_flute_1.wav,uTVS,53.83,3.6058,3.7623,0.90161,3.5492,4.0568,1.1745
Sets/22/,Solo_flute_1_WSOLA_82.58_per.wav,Source/Solo/,Solo_flute_1.wav,WSOLA,82.58,4.2297,4.3364,0.4713,4.1141,4.1247,0.83596
Sets/22/,Solo_flute_3_PV_166.7_per.wav,Source/Solo/,Solo_flute_3.wav,PV,166.7,4.2334,4.4299,0.53785,4.1131,4.3528,0.95736
Sets/22/,Sop_Sax_05_FESOLA_138.1_per.wav,Source/Solo/,Sop_Sax_05.wav,FESOLA,138.1,4.2792,4.2819,0.37712,4.057,4.2472,0.61392
Sets/22/,Sop_Sax_05_HPTSM_44.27_per.wav,Source/Solo/,Sop_Sax_05.wav,HPTSM,44.27,3.6223,3.6192,0.60832,3.6369,3.7916,0.93866
Sets/22/,Sop_Sax_05_HPTSM_82.58_per.wav,Source/Solo/,Sop_Sax_05.wav,HPTSM,82.58,4.6778,4.631,0.6535,4.5237,4.6448,0.43552
